ID_REDE,CD_OPERADORA,NO_RAZAO,GR_MODALIDADE,DE_PORTE,ID_PLANO,CD_PLANO,TP_VIGENCIA_PLANO,CONTRATACAO,DE_TIPO_CONTRATACAO,DE_TIPO_MODALIDADE_FINM,SEGMENTACAO_ASSISTENCIAL,DE_TIPO_ABRANGENCIA_GEOGRAFICA,LG_FATOR_MODERADOR,DE_SITUACAO_PRINCIPAL,CD_SITUACAO_PLANO,ID_ESTABELECIMENTO_SAUDE,CD_CNPJ_ESTB_SAUDE,CD_CNES,NM_ESTABELECIMENTO_SAUDE,DE_CLAS_ESTB_SAUDE,LG_URGENCIA_EMERGENCIA,DE_TIPO_PRESTADOR,DE_TIPO_CONTRATO,DE_DISPONIBILIDADE,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,DT_VINCULO_INICIO,DT_VINCULO_FIM,NM_REGIAO,DT_ATUALIZACAO
1332094 8305525,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332094,400690999,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,8305525,09239906000138,2613328,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2016-10-07,,NORDESTE,2024-07-24
14869751 213370352,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,14869751,458662080,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,213370352,09239385000119,2675811,SOCIEDADE OBSTETRICA CIRURGICA E GINECOLOGIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2016-10-07,,NORDESTE,2024-07-24
16428140 8305507,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428140,459313088,P,COLETIVO,COLETIVO EMPRESARIAL,POSESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305507,09030263000118,2613417,CASA DE SAUDE E MATERNIDADE SENHORA DA LUZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2016-10-06,2018-06-20,NORDESTE,2024-07-24
1506741 8305507,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506741,PMC1,A,COLETIVO,COLETIVO EMPRESARIAL,,Hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305507,09030263000118,2613417,CASA DE SAUDE E MATERNIDADE SENHORA DA LUZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2016-10-07,2018-06-20,NORDESTE,2024-07-24
16428134 8305525,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428134,459311081,P,COLETIVO,COLETIVO EMPRESARIAL,POSESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305525,09239906000138,2613328,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2016-10-07,,NORDESTE,2024-07-24
16760855 8305507,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16760855,478230175,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305507,09030263000118,2613417,CASA DE SAUDE E MATERNIDADE SENHORA DA LUZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2017-05-30,2018-06-20,NORDESTE,2024-07-24
16760855 8305525,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16760855,478230175,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305525,09239906000138,2613328,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2017-05-30,,NORDESTE,2024-07-24
16213232 8305525,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16213232,468028126,P,COLETIVO,COLETIVO EMPRESARIAL,POSESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305525,09239906000138,2613328,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2012-11-22,,NORDESTE,2024-07-24
1332002 8305507,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332002,425283997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305507,09030263000118,2613417,CASA DE SAUDE E MATERNIDADE SENHORA DA LUZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,1999-11-22,2018-06-20,NORDESTE,2024-07-24
16428134 213370352,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428134,459311081,P,COLETIVO,COLETIVO EMPRESARIAL,POSESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,213370352,09239385000119,2675811,SOCIEDADE OBSTETRICA CIRURGICA E GINECOLOGIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2021-02-17,,NORDESTE,2024-07-24
1332002 8305525,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332002,425283997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305525,09239906000138,2613328,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,1999-11-22,,NORDESTE,2024-07-24
16377038 8305507,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16377038,469912132,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305507,09030263000118,2613417,CASA DE SAUDE E MATERNIDADE SENHORA DA LUZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2013-09-23,2018-06-20,NORDESTE,2024-07-24
16377027 8305525,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16377027,469911134,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305525,09239906000138,2613328,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2013-09-23,,NORDESTE,2024-07-24
16377060 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16377060,469914139,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2013-09-23,2018-06-20,NORDESTE,2024-07-24
13670526 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670526,458322081,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2007-10-04,2018-06-20,NORDESTE,2024-07-24
13670534 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670534,458326084,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2008-07-01,2018-06-20,NORDESTE,2024-07-24
14869635 8305525,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,14869635,458659080,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305525,09239906000138,2613328,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,1999-11-22,,NORDESTE,2024-07-24
14869635 8305507,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,14869635,458659080,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305507,09030263000118,2613417,CASA DE SAUDE E MATERNIDADE SENHORA DA LUZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,1999-11-22,2018-06-20,NORDESTE,2024-07-24
1332086 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332086,400694991,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2005-11-28,2018-06-20,NORDESTE,2024-07-24
1332082 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332082,400696998,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2005-11-28,2018-06-20,NORDESTE,2024-07-24
13670532 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670532,458325086,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2008-07-01,2018-06-20,NORDESTE,2024-07-24
16377071 8305507,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16377071,469915137,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305507,09030263000118,2613417,CASA DE SAUDE E MATERNIDADE SENHORA DA LUZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250630,GUARABIRA,PB,2013-09-23,2018-06-20,NORDESTE,2024-07-24
1506742 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506742,PMC2,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2016-10-07,2018-06-20,NORDESTE,2024-07-24
16428089 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428089,409110998,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2016-10-06,2018-06-20,NORDESTE,2024-07-24
16428206 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428206,468192124,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2016-10-25,2018-06-20,NORDESTE,2024-07-24
16702138 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702138,477040164,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2016-10-21,2018-06-20,NORDESTE,2024-07-24
16428107 8305508,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428107,409116997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305508,09055245000190,2613336,SOCIEDADE MANT HOSP R MAT SAO VICENTE E PAULA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250690,ITABAIANA,PB,2016-10-25,2018-06-20,NORDESTE,2024-07-24
1331997 8305490,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1331997,425285993,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305490,08778268001809,2341204,HOSP DISTRITAL DR JOSE  G SILVA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250700,ITAPORANGA,PB,1999-11-22,2017-05-10,NORDESTE,2024-07-24
1332002 8305533,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332002,425283997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305533,09377417000142,2757737,HOSPITAL JOAO B CARVALHO,Assistencia Hospitalar,0,Contratualizado,Indireto,Total,250730,JACARAU,PB,1999-11-22,2017-05-10,NORDESTE,2024-07-24
1332048 8305533,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332048,400713991,P,INDIVIDUAL,INDIVIDUAL OU FAMILIAR,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,8305533,09377417000142,2757737,HOSPITAL JOAO B CARVALHO,Assistencia Hospitalar,0,Contratualizado,Indireto,Total,250730,JACARAU,PB,2005-11-28,2017-05-10,NORDESTE,2024-07-24
13670530 8305533,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670530,458324088,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305533,09377417000142,2757737,HOSPITAL JOAO B CARVALHO,Assistencia Hospitalar,0,Contratualizado,Indireto,Total,250730,JACARAU,PB,2008-07-01,2017-05-10,NORDESTE,2024-07-24
1506740 87076153,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506740,PLE,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,87076153,04581442000120,3237389,TRAUMATO CLINICA DE ORTOPEDIA ETRAUMTSC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-11-08,,NORDESTE,2024-07-24
1506739 8306760,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506739,PFE,A,INDIVIDUAL,INDIVIDUAL OU FAMILIAR,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8306760,40939944000143,3001377,HOSPITAL JOAO PAULO II LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-11-07,2021-09-27,NORDESTE,2024-07-24
16427933 87076153,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16427933,00205-012,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,87076153,04581442000120,3237389,TRAUMATO CLINICA DE ORTOPEDIA ETRAUMTSC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-25,,NORDESTE,2024-07-24
16427933 8304728,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16427933,00205-012,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8304728,00853492000168,2755483,CLINICA DOM RODRIGO LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-25,,NORDESTE,2024-07-24
16702158 8305466,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702158,477042161,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305466,08290967000167,2357410,HOSPITAL SANTA LUCIA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250750,JOAO PESSOA,PB,2016-10-21,,NORDESTE,2024-07-24
16702158 8305510,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702158,477042161,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305510,09096207000186,2399377,PRONTO SOCORRO INFANTIL RODRIGUES DE AGUIAR,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-21,2018-06-20,NORDESTE,2024-07-24
16428059 8304728,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428059,CLUBE-031,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8304728,00853492000168,2755483,CLINICA DOM RODRIGO LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-04,,NORDESTE,2024-07-24
1506740 8305512,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506740,PLE,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305512,09112236000194,2399741,HOSPITAL NAPOLEAO LAUREANO,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-11-08,,NORDESTE,2024-07-24
1506740 8305515,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506740,PLE,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305515,09114612000180,2399237,HOSPITAL SAO LUIZ LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-11-08,,NORDESTE,2024-07-24
16428059 8305517,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428059,CLUBE-031,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305517,09121674000119,2399563,INSTITUTO DE PNEUMOLOGIA DA PARAIBA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-04,2018-06-20,NORDESTE,2024-07-24
16428059 87076132,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428059,CLUBE-031,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,87076132,09333832000102,2755505,CENTRO PARAIBANO UROLOGIA INFERTILIDADE LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-04,2018-06-20,NORDESTE,2024-07-24
16428107 220377893,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428107,409116997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,220377893,04165758000130,3110850,CENTRO MEDICO HOSPITALAR LEONARDO F SILVA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-31,2023-06-01,NORDESTE,2024-07-24
16702128 8305517,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702128,477039161,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305517,09121674000119,2399563,INSTITUTO DE PNEUMOLOGIA DA PARAIBA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-21,2018-06-20,NORDESTE,2024-07-24
1332090 220377893,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332090,400692995,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,220377893,04165758000130,3110850,CENTRO MEDICO HOSPITALAR LEONARDO F SILVA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-31,2023-06-01,NORDESTE,2024-07-24
16702128 8316940,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702128,477039161,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8316940,09127333000150,3043142,AMIP ASSOC MEDICA INFANTIL DA PB,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-21,,NORDESTE,2024-07-24
14869635 220377893,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,14869635,458659080,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,220377893,04165758000130,3110850,CENTRO MEDICO HOSPITALAR LEONARDO F SILVA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-31,2023-06-01,NORDESTE,2024-07-24
15441711 220377893,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,15441711,460668090,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,220377893,04165758000130,3110850,CENTRO MEDICO HOSPITALAR LEONARDO F SILVA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-31,2023-06-01,NORDESTE,2024-07-24
13670534 220377893,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670534,458326084,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,220377893,04165758000130,3110850,CENTRO MEDICO HOSPITALAR LEONARDO F SILVA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-31,2023-06-01,NORDESTE,2024-07-24
16702138 87076153,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702138,477040164,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87076153,04581442000120,3237389,TRAUMATO CLINICA DE ORTOPEDIA ETRAUMTSC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-21,,NORDESTE,2024-07-24
16702148 8305487,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702148,477041162,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305487,08680639000339,3056724,HOSPITAL UNIMED JOAO PESSOA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-21,,NORDESTE,2024-07-24
16702158 87076153,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702158,477042161,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87076153,04581442000120,3237389,TRAUMATO CLINICA DE ORTOPEDIA ETRAUMTSC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250750,JOAO PESSOA,PB,2016-10-21,,NORDESTE,2024-07-24
